Наименование,"Выручка, ₽",ИНН
"ООО ""ТЕКСКОНТРАКТ""",957 млн,7705711983
"ООО ""МАРТИ""",957 млн,2536065028
"ООО ""УРАЛЭНЕРГОТЕЛ""",957 млн,6670171718
"АО ""НПП ""ИНТЕРОКО""",957 млн,5026115277
"ООО ""ЛЕНСРМ""",957 млн,7805739220
"ООО ""СК СТОЛИЦА""",957 млн,7701855737
"ООО НВФ ""СМС""",957 млн,6315506610
"ООО ""РЕКСОФТ""",957 млн,7802020639
"ООО ""БАРГУЗИН""",957 млн,3827049079
"ООО ""АПИКС-ЮГ""",957 млн,2312188104
"ООО ""КРАСНАЯ ГВАРДИЯ""",957 млн,3111509254
"ООО ""АРТ-АВТО""",957 млн,8602291930
"ООО ""ТЕПЛОСЕРВИССТРОЙ""",957 млн,7719820502
"ООО ""РЭМ""",957 млн,276954639
"ООО ""БИ ПИТРОН""",957 млн,7801225979
"ООО ""УМЗ"", ООО ""УРАЛЬСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД""",957 млн,6674153011
"ООО ""ОСК""",957 млн,7805687621
"ООО НПК ""ОПТОЛИНК""",957 млн,7735105059
"ООО ""ПОБЕДА""",957 млн,3525454183
"ООО ""КОРМИЛОВ""",957 млн,3906343443
"ООО ""ЗАРПЛАТА.РУ""",957 млн,7730706401
"ЗАО ""АВАНГАРД""",957 млн,2441000054
"ООО ""ЛЕФНИН""",957 млн,7728248497
"ООО ""СКИК НОВОМАЛЫКЛИНСКИЙ""",957 млн,7312002856
"ООО ""ТПО ""РИЛ""",957 млн,7839504428
"ООО ""ТЕХИНСТРОЙ""",957 млн,274961253
"ООО ТД ""БМК""",957 млн,3257016689
"ООО ""СПЛАВ""",957 млн,7716944130
"ООО ""ШАЛКОМ""",957 млн,3525418788
"АО ""СОВХОЗ-ВЕСНА""",956 млн,6432301782
"ООО ""НЬЮИТИ""",956 млн,7716815455
"ООО ""ЕВРО-ТРЕЙД""",956 млн,3123346808
"ООО ""АРХИТЕКТУРНОЕ БЮРО ""СТУДИЯ 44""",956 млн,7810768643
"ООО ""АСМОТО ТАГИЛ""",956 млн,6623092836
"ООО ""ЮГРАЭНЕРГОСТРОЙ""",956 млн,8603140517
"ООО ""СЛАВЯНСКИЙ ПРОДУКТ""",956 млн,6712009773
"ООО ""МИЛЕНИУМ""",956 млн,5248037990
"ООО ""МЕДСИ САНКТ-ПЕТЕРБУРГ""",956 млн,7826117076
"ООО СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МЕГАСИТИ""",956 млн,7722818214
"ООО ""СЗЭС""",956 млн,7842393940
"ООО ""АДВ-ТЕХ""",956 млн,7810691359
"ООО ""ТПК-ЭЛЕМЕНТ""",956 млн,6677005438
"ООО ""АНКОР-АМУР""",956 млн,2721221017
"ООО ""М-ГРУПП""",956 млн,7806387684
"ООО ""ДЕГОН-СЕРВИС""",956 млн,7718595935
"ООО ""МИТЛИС""",956 млн,7709492098
"СПБРСОО ""ЯХТ-КЛУБ САНКТ-ПЕТЕРБУРГА""",956 млн,7814160817
"ООО ""АРТИНВЕСТГРУПП""",956 млн,5905292140
"ООО ""СМАРТ ФИШ""",956 млн,7814612541
"ООО ""КОМПАНИЯ ЭСКИМОС""",956 млн,7021047080
"ООО ""МОТОМ ЦЕНТР""",956 млн,7325032086
"ООО ""СТРОЙТЕХСНАБЖЕНИЕ""",956 млн,5904263387
"ООО ""ТЕХНИКА""",956 млн,5503119379
"ООО ""ПРОМЫШЛЕННАЯ ХИМИЯ""",956 млн,1655182064
"ООО ""АГРОТЕКС""",955 млн,7751018519
"ЗАО НПЦ ФИРМА ""НЕЛК""",955 млн,7702040470
"АО ""ЖИЛСЕРВИС""",955 млн,5075369524
"АО ""ЭКОС-1""",955 млн,7729328949
"ООО ""ЯРЛИ. ИНДУСТРИАЛЬНЫЕ ПОКРЫТИЯ""",955 млн,7602075729
"ООО ""ТЕХЛИФТ""",955 млн,278951295
"ООО ""ИНСТАМАРТ ТЕХНОЛОДЖИС""",955 млн,9705118150
"АО ""СЕВЕР""",955 млн,7725491599
"ООО ""ТЕХНОСОФТ""",955 млн,2721217010
"ООО ""КУБАНСКИЙ БЕКОН""",955 млн,2339017152
"ООО ""САУНДКОМПЛЕКТ""",955 млн,7720853647
"ЧУЗ ""КБ ""РЖД-МЕДИЦИНА"" Г. ЯРОСЛАВЛЬ""",955 млн,7604068188
"ООО ""РЕГИОНАЛЬНАЯ ШИННАЯ КОМПАНИЯ""",955 млн,6833021768
"ООО ""ИТС""",955 млн,2465218282
"МУП Г.О. ПОДОЛЬСК ""ДЕЗ""",955 млн,5036055450
"ООО ""ЦЕНТР ВТ""",955 млн,2446009357
"ООО ""СЗ ""КОНДИ""",955 млн,2320121390
"ООО ""КАЗАНЬДОРСТРОЙ""",955 млн,1660292707
"ООО ""МУСТАНГ НОВОСИБИРСК""",955 млн,5410025720
"ЗАО ""ПОРТАЛ""",955 млн,1215062834
"АО ""АМОЦРМ""",955 млн,7709477879
"ООО ""ТК МОЛКОМ""",955 млн,5038098883
"ООО ""ПЕРФОКОМ""",955 млн,5261022880
"ООО ""АСБ РУСЛИЗИНГ""",954 млн,5024203425
"ООО ""СК ""АТРИУМ""",954 млн,1660124163
"ООО ""ЭНЕРГОСБЫТ""",954 млн,5406749463
"ООО ""БАСТИОН""",954 млн,1832132410
"ООО ""ИК Ю-СОФТ""",954 млн,7718129300
"МУП ""ТЕПЛОВЫЕ СЕТИ"" Г. ВЕЛИКИЕ ЛУКИ",954 млн,6025006630
"ООО ТД ""К2""",954 млн,7714460285
"ООО ""ИТ ПЛЮС""",954 млн,5024165177
"ООО ""ТЕХКОМПЛЕКТ-ЕКБ""",954 млн,6685172778
"ООО ""НОВАИНВЕСТ""",954 млн,7453171568
"ООО ""СТРОЙКОМ""",954 млн,4708009336
"ООО ""ВЛ ЛОДЖИСТИК""",954 млн,2538085206
"ООО ""СПЕЦТРАНСКОНТЕЙНЕР""",954 млн,7729664877
"ООО ""АЛПРОФ""",954 млн,2635245590
"ООО ""ТАТПАРТС""",954 млн,1650295963
"АО ""СИБИНСТРЕМ""",954 млн,2465002460
"ООО ""М-СЕТЬСТРОЙ""",954 млн,7202112366
"ООО ""МОРОЗ""",954 млн,2204075449
"ООО ""КМ ПЛЮС""",954 млн,9709057420
"ООО ""ВЭК""",954 млн,3802013183
"ООО ""МЕДВЕДЬ-СЕРВИС""",954 млн,2465082610
"ООО ""СА ""ЛАКИ ФАРМА""",954 млн,2310200444
"ООО ""АВТОРАЙ-ЗАВОЛЖЬЕ""",954 млн,7327039827
"ООО ""УНИПОСТ""",954 млн,6950215037
"ООО ""АВАНГАРД""",954 млн,3326013177
"АО ""ЕМГ""",954 млн,7728765495
"ООО КОМПАНИЯ ""ВЕРТИКАЛЬ""",954 млн,7723769552
"ООО ""ГАЗСЕРФ""",954 млн,7719818260
"ООО ""СМУ № 78""",954 млн,7813221016
"АО ""ОРЕЛДОРСТРОЙ""",954 млн,5753001002
"ООО ""СКС""",954 млн,5505212020
"АО ""КАЛМЭНЕРГОСБЫТ""",953 млн,814166090
"ООО ""АВИАГЕН ТОРКЕЙЗ РУС""",953 млн,5826007070
"ООО ""АГРОТЕХНОЛОГИИ СИБИРИ""",953 млн,5405031221
"ООО ""ТЕХНОЛОГИИ БУДУЩЕГО""",953 млн,7714774316
"ООО ""ОПУС - КОНТРАКТ""",953 млн,7715891358
"ООО ""ТТС ТУЛТЕХНИК СИСТЕМС""",953 млн,7722100617
"ООО""БИЗНЕС-ГРУППА""СТРЕЛЕЦ""",953 млн,7722179208
"ООО ""ПРЕМИУМ""",953 млн,7716952821
"ООО ""ЛЕБЕДИ""",953 млн,2309134331
"ООО ""ЛИГО-ДИЗАЙН ТРЕЙДИНГ""",953 млн,6501153658
"ООО ""АЛЕВ""",953 млн,7802304214
"ООО ""ТД ТРИАНОН""",953 млн,5404374480
"ООО ""НТЦ ГЕОТЕХНОКИН""",953 млн,7713801616
"ООО ""ФЕНИКС""",953 млн,7716858314
"ООО ""БУМАГА И КАРТОН""",953 млн,4205211391
"ООО ""МЕГАПОЛИС""",953 млн,7842448766
"ООО ""ВЛАДИМИРСКИЙ ЛПК""",953 млн,3306010869
"ООО ""ЭЛЛИА""",953 млн,8610017345
"ООО ""СК ""КАРЕЛКАМЕНЬ""",953 млн,7806259940
"ООО ""ФУДСТАР""",953 млн,9705126337
"ООО ""СИРИУС""",953 млн,6318030960
"ООО ""ЛИДЕР""",953 млн,7839491881
"ООО ""АМК""",953 млн,1646041797
"ООО ""ТСК ВОЛГАЭНЕРГОПРОМ""",953 млн,6311115968
"ООО ПКП ""АЛМИС""",953 млн,4348027908
"ООО ""АС-ЭНЕРГО""",953 млн,2312118185
"ООО ""АКВИЛОН""",953 млн,7325154630
"ООО ""МК ПРОМСТРОЙМЕТАЛЛ""",953 млн,7702329864
"ООО ""ТЦ ""НИКА""",952 млн,7715266918
"ООО ""СУРА-МОТОРС-СЕРВИС""",952 млн,5835071949
"ООО ""ПРЕМАКСА""",952 млн,7736162148
"АО ""БРЕЙНСТОРМ МЕДИА""",952 млн,9705138734
"АО ""КЛПХ""",952 млн,1003000385
"АО ""РУСПЕРФОРАТОР""",952 млн,7704218341
"ООО ""АРХИМЕД""",952 млн,2901134532
"ООО ""ЮМК""",952 млн,6122017972
"АО СК ""АЛРОСА-ЛЕНА""",952 млн,1414007933
"ООО ""МОРДОВАГРОРЕСУРС""",952 млн,1326236349
"ООО ТД ""АГРОМАШТРЕЙД""",952 млн,2617012218
"ООО ""ТОРГОВЫЙ ДОМ ""ГЕРКУЛЕС""",952 млн,6228040932
"ООО ""ТАРПРОМ""",952 млн,7715690500
"ООО ""БАЗИС ДВ""",952 млн,2540151015
"ООО ""ЛАЙТИНГ-РУС""",952 млн,7726335521
"ООО ""АВЕТОН""",952 млн,7725451959
"ООО ""СМУ-47""",952 млн,4726002358
"ООО ""ГЕРМЕС КЕРАМИКА""",952 млн,7806157730
"ООО ""ВЕКТОР""",952 млн,7451372519
"ООО ""ЕТК""",952 млн,7727411976
"ООО ""НОВЫЙ ДЕБИН""",952 млн,4908014380
"ООО ""ТАНКАР""",952 млн,7842398956
"ООО ""РИТЕЙЛ С.Ф.""",952 млн,7736268730
"ООО ""ПОСТАВКОМ""",952 млн,7725640240
"ООО ""РАЗБЕРДЕЕВСКОЕ""",952 млн,6220007041
"ООО ""СМ-МЕДИКА""",952 млн,7709244970
"ООО ""МЕДПАРТНЕР""",952 млн,9721089700
"ООО ""ЭМАЙ СИСТЕМС""",952 млн,7805287581
"ООО ""СК АСГАРД""",952 млн,7726416114
"ДМУП ""ЭКПО""",952 млн,5027033059
"ОАО ""БЕЖИЦКИЙ ХЛЕБОКОМБИНАТ""",952 млн,3232000609
"АО ""СС ""ГОНЕЦ""",952 млн,7709239218
"ООО ""РСК""",951 млн,6449094020
"ООО ""НАЦИОНАЛЬНАЯ СЛУЖБА ДОСТАВКИ""",951 млн,5406615220
"ООО ""ЛЕКСТАНДАРТ""",951 млн,5029233198
"ООО ""БРИЗ""",951 млн,5906110971
"ООО ""ГЕРБЕРАГРО""",951 млн,1840053955
"ООО ""ОФИСНАЯ ТЕХНИКА""",951 млн,6229036015
"ООО ""СВХК""",951 млн,6323071112
"АО ""КГД""",951 млн,8201000206
"ООО ""АКОНСТРАНС""",951 млн,6678097400
"ООО ""НЕЖНЫЙ СОН""",951 млн,7713406743
"ООО ""ЗЕЛЕНАЯ КЛАДОВАЯ""",951 млн,5433199890
"ООО ""КАНАТ СТД""",951 млн,7805252162
"ООО ""СЛК""",951 млн,2312196994
"ООО ""СЕЙЛ ТРЕЙД""",951 млн,7805759876
"АО ""ЭКОПСИ""",951 млн,7710434132
"ООО ""ТОРГОВЫЙ ДОМ ""РЕННА""",951 млн,9721000853
"АО ""СТРОИТЕЛЬ""",951 млн,5238000045
"ООО ""РЕМЕДИУМ""",951 млн,4632197133
"ООО ""ВИНДКОР""",951 млн,2508115083
"ООО ""КРАУН""",951 млн,7726378370
"ООО ""МИЦАР-Н""",951 млн,7721189203
"АО ""ГАЗМОНТАЖ""",951 млн,6660124765
"ООО КОМПАНИЯ ""РУССКИЙ КОЛОС""",951 млн,7723849776
"АО ""ЩЕЛКОВСКИЙ ЗАВОД ВДМ""",950 млн,5050042936
"ООО ""ЭЛТЭК""",950 млн,7825449865
"ООО СК ""САЛЬВИЯ""",950 млн,277925302
"ЗАО ""СЕВЕРМАШ""",950 млн,3525261880
"ООО ФК ""НОРДПЛИТ""",950 млн,5239007928
"АО ""КАРБОГЛАСС""",950 млн,7728299974
"ООО ""КЕРАМИН-НЕВА""",950 млн,7806343895
"ООО ""ПЕРВАЯ КРУПЯНАЯ КОМПАНИЯ""",950 млн,5406163478
"ООО ""АЛКОМЕД""",950 млн,6166078122
"ООО ""АРМ ТЕХНО""",950 млн,7453326420
"ООО ""УПСК- ЭКСПОРТ""",950 млн,7451343980
"ООО ""МАСЛОЗАВОД ""АБИНСКИЙ""",950 млн,2348034926
"ООО ""КЗСП""",950 млн,2123023770
"ООО ""ЮНАЙТ""",950 млн,1216023316
"ООО ""МОНОЛИТ""",950 млн,5260221730
"АО ""ОПТИМАТЕХНОСТИМУЛ""",950 млн,7709354490
"ООО ""КОММУНИКАЦИИ И СВЯЗЬ""",950 млн,9717046301
"ООО ""НОВОСИСТЕМ""",950 млн,7710311878
"ЗАО ""НАКАЛПРОМ""",950 млн,5044066431
"ООО ""ЕВРОВЕТФАРМ""",950 млн,7728396329
"ООО ""АВТОКОРЕЯ""",950 млн,5837054152
"ЗАО ""ЭНЕРГОТРАНС-С""",950 млн,5043048430
"ООО ""МЕТАЛЛОИНВЕСТ""",950 млн,4501163740
"ООО ""ЦИФРОВОЕ ПРЕДПРИЯТИЕ""",950 млн,7743365131
"ООО ""ТЕХЛАНД""",950 млн,7707377156
"ООО ""ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ""",950 млн,7703550219
"ООО ""АСТОН. ЕКАТЕРИНБУРГ""",950 млн,6658445514
"ООО ""РУПАЛ""",950 млн,7722377841
"ООО ""ТК ""СЕРВИС""",950 млн,5024100941
"ООО ""МНП ""ГЕОДАТА""",950 млн,7202088804
"ООО ""ТЕГОТЕК РУС""",950 млн,7714730936
"ООО ""ХОЛОД""",950 млн,6829054626
"ООО ""БИГТВ""",950 млн,7716948720
"ООО ""ТЭК ВИЛАР""",949 млн,5036163209
"ООО ""РЕСУРСЫ СИБИРИ""",949 млн,1901060416
"АО "" ЧЕЛЯБИНСКГОРГАЗ """,949 млн,7451046106
"ЧОУ ВО ""КАЗАНСКИЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ ИМЕНИ В.Г.ТИМИРЯСОВА (ИЭУП)"" КАЗАНСКИЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ ИМЕНИ В.Г.ТИМИРЯСОВА (ИЭУП); ""КАЗАНСКИЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ ИМЕНИ В.Г.ТИМИРЯСОВА; КАЗАНСКИЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ (ИЭУП); КАЗАНСКИЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ; КИУ (ИЭУП); КИУ; ИЭУП",949 млн,1654020511
"ООО ""ДИЗАЙНСОАП""",949 млн,7713661743
"ООО ""ГРАЗ""",949 млн,2373004259
"ООО ""ПЯТЬ ПЛАНЕТ""",949 млн,7805726542
"АО ""УАЗ""",949 млн,7706804447
"ООО ""СК ""ГРАНД-СТРОЙ""",949 млн,6658141869
"ООО""СЗПК""",949 млн,7826058631
"АО ""ФЭЗ""",949 млн,5052005023
"ООО ""ФРОСТМОНТАЖ""",949 млн,7727435092
"ООО ""СТАРТВЭЛД""",949 млн,1648049304
"ООО ""ТОРГАЛЬЯНС""",949 млн,7453279674
"ООО ""СПЕЦТЕХНИКА""",949 млн,2502034889
"АО ""ОСК-ТЕХНОЛОГИИ""",949 млн,7801573528
"ООО ""ФЛАГМАН""",949 млн,6730085382
"ООО ""РЕГАЛ""",949 млн,7724452283
"ООО ИК ""КПД-ИНВЕСТ""",949 млн,2310108390
ООО «РЕГИОНПОСТАВКА»,949 млн,2721238067
"ООО ""ПК ""БЕТОНСТРОЙ""",949 млн,1659155400
"ООО ""ЛАГРАНЖ-СПБ""",949 млн,7813620910
"ООО ""ЭКОПРОМСЕРВИС""",949 млн,6658460329
"ООО ""БЛУ ХАУС""",949 млн,7702571632
"ООО ""ЭКСИМ КАМЕНЬ""",949 млн,5001108207
"ООО ""ТРАНСДОРСТРОЙ""",948 млн,5053068259
"ООО ""ТЕПЛОЭНЕРГО""",948 млн,265044973
"ООО ""СУНТАРАВТОДОР""",948 млн,1424008453
"ООО ""ТИГАЗ ТРЕЙД""",948 млн,6163136665
"ООО ""ПРОМКРИОГЕН""",948 млн,6323044334
"ООО ""МЕТАЛЛСТРОЙСНАБ""",948 млн,6731037744
"ООО ""САЛАИРТРАНС""",948 млн,7706452837
"ООО ""ТБС""",948 млн,7701399643
"ООО ""ЛИГА СВАРКИ""",948 млн,7719649206
"ООО ""КОМПАНИЯ ""ВЕНТА""",948 млн,7743212047
"ООО ""ДОЙТЦ ВОСТОК""",948 млн,7704815845
"ООО ""ИНСТАЛЛГРУПП""",948 млн,2724181468
"ООО ФИРМА ""МЭРИ""",948 млн,7453017005
"ООО ""ГЛК-ТРАНС""",948 млн,9731011068
"ООО ""АДВЕНТА""",948 млн,7806445978
"АО ""НПЦ ""МЕРА""",948 млн,5018085734
"ООО ""СЕЛКРАФТ""",948 млн,7707726135
"ЗАО ""ФЕТЭКСИМ""",948 млн,2540046733
"ООО ""ПРОМУПАК-НОВОСИБИРСК""",948 млн,5402517140
"ООО ""КОНСТАНТА""",948 млн,6670189183
"АО ""СПЕЦВЫСОТСТРОЙ""",947 млн,7731174453
"ООО ""ТСК АВТОСИЛА""",947 млн,4205385119
"ООО ""АЛЁНА""",947 млн,6137908643
"ООО ""АГРОИНВЕСТ""",947 млн,6362015224
"ООО ""ТЕТРАЭДР ПЛЮС""",947 млн,9110000419
"ООО ""БОНУМ""",947 млн,6732156247
"ООО ""АЛЬФА ГРУПП""",947 млн,9729275962
"ООО ""ХЛЕБОЗАВОД ЮГ РУСИ""",947 млн,6167070510
"ООО ""ТРИЭР-СПБ""",947 млн,7810267693
"ООО ""БЕВАН""",947 млн,6732066970
"ЗАО ""ЭНЕРГОМАКСИМУМ""",947 млн,5262225145
"ГУП ""МЕДИЦИНСКИЙ ЦЕНТР""",947 млн,7729071411
"ООО ""ОНИКС""",947 млн,5903061010
"ООО ""БРИНКС""",947 млн,7743698003
"ООО ""МИТУТОЙО РУС""",947 млн,7723820978
"ООО ""БЕЛЕВСКАЯ КОНДИТЕРСКАЯ КОМПАНИЯ""",947 млн,7104521681
"ООО ""ИНТЕРПРОКОМ""",947 млн,7727693181
"ООО ""ФИНКОНСАЛТ""",947 млн,7842345591
"ООО ""ПРОМЫШЛЕННЫЕ ПОСТАВКИ""",947 млн,2221207649
"ООО ""ФИНИСТ""",947 млн,4501169929
"ООО ""ПРИМТЕХИМПОРТ""",947 млн,2540236195
"ООО ""АМГ""",947 млн,6166098707
"ООО ""ЛЕДНИК""",947 млн,2464133501
"АО ""ЕВРОПЕУМ""",947 млн,7701805207
"ООО ""ЧЕБОКСАРСКАЯ УНИВЕРБАЗА""",947 млн,2128038682
"ООО ""А7 АГРО""",947 млн,5629020635
"ООО КОМПАНИЯ ""ТЕХНО-ТРАНС""",947 млн,7447186541
"АО ""КАРАВАЙ""",947 млн,5200000110
"ООО ""КОМПАНИЯ ПЕГАС""",947 млн,5050134513
"ООО ""СФЕРА""",947 млн,7713698849
"ООО"" ВАЛКОМ""",947 млн,7825370005
"ООО ""ОВЕСТА""",947 млн,9704017021
"ООО ""ВОДОКАНАЛ""",946 млн,1103043329
"ООО ""ЭКСПЕРТ-ПРОЕКТ""",946 млн,7727631033
"ООО ""ССМУ № 399""",946 млн,7811653941
"ООО ""ИНВЕСТКЕРАМИК""",946 млн,2632108838
"АО ""ПКФ""ПРОМТЕХСЕРВИС""",946 млн,5029043359
"ООО ""СТРОЙИНВЕСТКОНСАЛТИНГ""",946 млн,1660272637
"ООО ""МОРЕ ОБОЕВ""",946 млн,6167072878
"ООО ""ФИРМА ""КАЛИТА""",946 млн,7724024023
"ООО ""МК""",946 млн,6319231317
"ООО ""ЭКСПРЕСС-АВТО-ЗАПАД""",946 млн,5263111253
"ООО ""НКК-ЛОГИСТИК""",946 млн,9710091785
"ООО ""БИЛЛИНГ-СЕРВИС""",946 млн,272910800
"ООО ""ПЕТРОЭКОЛОГИЯ СЕВЕРО ЗАПАД""",946 млн,7804384374
"ООО ""ХЕМЕТАЛЛ""",946 млн,7729583152
ООО «СЧМ ГРУП РУС»,946 млн,7709514104
"ООО ""ЛИЧИ РУС""",946 млн,9724041375
АО «КСК»,946 млн,1408000231
"ООО ""ЭЛЬБРУССКАЯ ГОРНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ""",946 млн,715001605
"ООО ""КАМСКОЙЛ""",946 млн,1644092570
"ООО ""ЭКО ЦЕНТР""",946 млн,7727222665
"ООО ""ТК СЕВЕРНАЯ СТОЛИЦА""",946 млн,7804394580
"ООО ""СИАЛТ-НСК""",946 млн,5402179967
"ОАО ""ПТП""",946 млн,5905009270
"ООО ""СКК""ЗНАНИЕ""",946 млн,2317030449
"ООО ""АП""",945 млн,7107519497
"ООО ""ОВОЩИ ЮГА""",945 млн,716010698
"ООО ""ВАРМЕКС""",945 млн,5433954550
"ООО ""ЗСП""",945 млн,5404326127
"ООО ""ЗАВИТОК""",945 млн,7801631032
"ООО ""РЕЦИКЛИНГ""",945 млн,4345426189
"ООО ""СТРОЙГАРАНТ""",945 млн,3444176668
"ООО ""АГРОФИРМА ""МЕЖЕНИНОВСКАЯ""",945 млн,7016006635
"ООО "" ПЛАСТИКСТРОЙИНДУСТРИЯ """,945 млн,5032117875
"ООО ""ДЕТСТВО""",945 млн,1841012052
"ООО ""КСК Г.ОТРАДНОГО""",945 млн,6372008843
"ООО ""АК ЭЛЕКТРО""",945 млн,7806543541
"ООО ""АНГАРСКАЯ СОСНА""",945 млн,3823016570
"ООО ""ЦЕНТР ГАЗ""",945 млн,5001117650
"ООО ""САРШТЕДТ""",945 млн,6037008575
"ООО ""ПРИОРИТЕТ""",945 млн,6229073747
"ООО ""СК ""СЕВЕРНЫЙ ПУТЬ""",945 млн,7820321766
"ООО ""ТВИНС ГРУПП""",945 млн,7714916850
